"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","CPI","TOT","AGRWTH","A","2007",2.853124,
"CZE","CPI","TOT","AGRWTH","A","2008",6.358664,
"CZE","CPI","TOT","AGRWTH","A","2009",1.019377,
"CZE","CPI","TOT","AGRWTH","A","2010",1.472727,
"CZE","CPI","TOT","AGRWTH","A","2011",1.917219,
"CZE","CPI","TOT","AGRWTH","A","2012",3.287623,
"CZE","CPI","TOT","AGRWTH","A","2013",1.438298,
"CZE","CPI","TOT","AGRWTH","A","2014",0.3439886,
"CZE","CPI","TOT","AGRWTH","A","2015",0.3093646,
"CZE","CPI","TOT","AGRWTH","A","2016",0.6835042,
"CZE","CPI","TOT","AGRWTH","A","2017",2.450534,
"CZE","CPI","TOT","AGRWTH","A","2018",2.149495,
"CZE","CPI","TOT","AGRWTH","A","2019",2.847876,
"CZE","CPI","TOT","AGRWTH","A","2020",3.161295,
"CZE","CPI","TOT","AGRWTH","A","2021",3.839845,
"CZE","CPI","TOT","AGRWTH","A","2022",15.10017,
"DNK","CPI","TOT","AGRWTH","A","1997",2.182167,
"DNK","CPI","TOT","AGRWTH","A","1998",1.845651,
"DNK","CPI","TOT","AGRWTH","A","1999",2.497795,
"DNK","CPI","TOT","AGRWTH","A","2000",2.903277,
"DNK","CPI","TOT","AGRWTH","A","2001",2.337875,
"DNK","CPI","TOT","AGRWTH","A","2002",2.424437,
"DNK","CPI","TOT","AGRWTH","A","2003",2.075078,
"DNK","CPI","TOT","AGRWTH","A","2004",1.154357,
"DNK","CPI","TOT","AGRWTH","A","2005",1.817815,
"DNK","CPI","TOT","AGRWTH","A","2006",1.924221,
"DNK","CPI","TOT","AGRWTH","A","2007",1.693266,
"DNK","CPI","TOT","AGRWTH","A","2008",3.416268,
"DNK","CPI","TOT","AGRWTH","A","2009",1.30471,
"DNK","CPI","TOT","AGRWTH","A","2010",2.310924,
"DNK","CPI","TOT","AGRWTH","A","2011",2.758682,
"DNK","CPI","TOT","AGRWTH","A","2012",2.397915,
"DNK","CPI","TOT","AGRWTH","A","2013",0.7890718,
"DNK","CPI","TOT","AGRWTH","A","2014",0.5640205,
"DNK","CPI","TOT","AGRWTH","A","2015",0.4520341,
"DNK","CPI","TOT","AGRWTH","A","2016",0.25,
"DNK","CPI","TOT","AGRWTH","A","2017",1.147132,
"DNK","CPI","TOT","AGRWTH","A","2018",0.8136095,
"DNK","CPI","TOT","AGRWTH","A","2019",0.7581316,
"DNK","CPI","TOT","AGRWTH","A","2020",0.420712,
"DNK","CPI","TOT","AGRWTH","A","2021",1.853045,
"DNK","CPI","TOT","AGRWTH","A","2022",7.696567,
"FIN","CPI","TOT","AGRWTH","A","1997",1.192557,
"FIN","CPI","TOT","AGRWTH","A","1998",1.399471,
"FIN","CPI","TOT","AGRWTH","A","1999",1.162237,
"FIN","CPI","TOT","AGRWTH","A","2000",3.042096,
"FIN","CPI","TOT","AGRWTH","A","2001",2.578441,
"FIN","CPI","TOT","AGRWTH","A","2002",1.571221,
"FIN","CPI","TOT","AGRWTH","A","2003",0.8774385,
"FIN","CPI","TOT","AGRWTH","A","2004",0.1871234,
"FIN","CPI","TOT","AGRWTH","A","2005",0.6238712,
"FIN","CPI","TOT","AGRWTH","A","2006",1.566667,
"FIN","CPI","TOT","AGRWTH","A","2007",2.510666,
"FIN","CPI","TOT","AGRWTH","A","2008",4.065952,
"FIN","CPI","TOT","AGRWTH","A","2009",-0.0000000000000122217,
"FIN","CPI","TOT","AGRWTH","A","2010",1.184135,
"FIN","CPI","TOT","AGRWTH","A","2011",3.416809,
"FIN","CPI","TOT","AGRWTH","A","2012",2.808332,
"FIN","CPI","TOT","AGRWTH","A","2013",1.478288,
"FIN","CPI","TOT","AGRWTH","A","2014",1.0412,
"FIN","CPI","TOT","AGRWTH","A","2015",-0.207932,
"FIN","CPI","TOT","AGRWTH","A","2016",0.3566845,
"FIN","CPI","TOT","AGRWTH","A","2017",0.754015,
"FIN","CPI","TOT","AGRWTH","A","2018",1.083821,
"FIN","CPI","TOT","AGRWTH","A","2019",1.024094,
"FIN","CPI","TOT","AGRWTH","A","2020",0.2905546,
"FIN","CPI","TOT","AGRWTH","A","2021",2.194574,
"FIN","CPI","TOT","AGRWTH","A","2022",7.123507,
"FRA","CPI","TOT","AGRWTH","A","1997",1.203943,
"FRA","CPI","TOT","AGRWTH","A","1998",0.6511269,
"FRA","CPI","TOT","AGRWTH","A","1999",0.5371416,
"FRA","CPI","TOT","AGRWTH","A","2000",1.67596,
"FRA","CPI","TOT","AGRWTH","A","2001",1.634781,
"FRA","CPI","TOT","AGRWTH","A","2002",1.923412,
"FRA","CPI","TOT","AGRWTH","A","2003",2.098472,
"FRA","CPI","TOT","AGRWTH","A","2004",2.14209,
"FRA","CPI","TOT","AGRWTH","A","2005",1.745869,
"FRA","CPI","TOT","AGRWTH","A","2006",1.675125,
"FRA","CPI","TOT","AGRWTH","A","2007",1.487998,
"FRA","CPI","TOT","AGRWTH","A","2008",2.812862,
"FRA","CPI","TOT","AGRWTH","A","2009",0.08762048,
"FRA","CPI","TOT","AGRWTH","A","2010",1.531123,
"FRA","CPI","TOT","AGRWTH","A","2011",2.111598,
"FRA","CPI","TOT","AGRWTH","A","2012",1.954195,
"FRA","CPI","TOT","AGRWTH","A","2013",0.8637155,
"FRA","CPI","TOT","AGRWTH","A","2014",0.5077588,
"FRA","CPI","TOT","AGRWTH","A","2015",0.03751438,
"FRA","CPI","TOT","AGRWTH","A","2016",0.1833349,
"FRA","CPI","TOT","AGRWTH","A","2017",1.032283,
"FRA","CPI","TOT","AGRWTH","A","2018",1.850815,
"FRA","CPI","TOT","AGRWTH","A","2019",1.108255,
"FRA","CPI","TOT","AGRWTH","A","2020",0.4764988,
"FRA","CPI","TOT","AGRWTH","A","2021",1.642331,
"FRA","CPI","TOT","AGRWTH","A","2022",5.222367,
"DEU","CPI","TOT","AGRWTH","A","1997",1.939369,
"DEU","CPI","TOT","AGRWTH","A","1998",0.9111845,
"DEU","CPI","TOT","AGRWTH","A","1999",0.5854336,
"DEU","CPI","TOT","AGRWTH","A","2000",1.440268,
"DEU","CPI","TOT","AGRWTH","A","2001",1.983857,
"DEU","CPI","TOT","AGRWTH","A","2002",1.420807,
"DEU","CPI","TOT","AGRWTH","A","2003",1.034223,
"DEU","CPI","TOT","AGRWTH","A","2004",1.665736,
"DEU","CPI","TOT","AGRWTH","A","2005",1.546911,
"DEU","CPI","TOT","AGRWTH","A","2006",1.577429,
"DEU","CPI","TOT","AGRWTH","A","2007",2.298341,
"DEU","CPI","TOT","AGRWTH","A","2008",2.628383,
"DEU","CPI","TOT","AGRWTH","A","2009",0.3127377,
"DEU","CPI","TOT","AGRWTH","A","2010",1.103809,
"DEU","CPI","TOT","AGRWTH","A","2011",2.075173,
"DEU","CPI","TOT","AGRWTH","A","2012",2.008491,
"DEU","CPI","TOT","AGRWTH","A","2013",1.504722,
"DEU","CPI","TOT","AGRWTH","A","2014",0.9067971,
"DEU","CPI","TOT","AGRWTH","A","2015",0.514421,
"DEU","CPI","TOT","AGRWTH","A","2016",0.4917486,
"DEU","CPI","TOT","AGRWTH","A","2017",1.509497,
"DEU","CPI","TOT","AGRWTH","A","2018",1.732168,
"DEU","CPI","TOT","AGRWTH","A","2019",1.445667,
"DEU","CPI","TOT","AGRWTH","A","2020",0.1448705,
"DEU","CPI","TOT","AGRWTH","A","2021",3.066667,
"DEU","CPI","TOT","AGRWTH","A","2022",6.872574,
"GRC","CPI","TOT","AGRWTH","A","1997",5.536003,
"GRC","CPI","TOT","AGRWTH","A","1998",4.766226,
"GRC","CPI","TOT","AGRWTH","A","1999",2.636638,
"GRC","CPI","TOT","AGRWTH","A","2000",3.151177,
"GRC","CPI","TOT","AGRWTH","A","2001",3.373966,
"GRC","CPI","TOT","AGRWTH","A","2002",3.629363,
"GRC","CPI","TOT","AGRWTH","A","2003",3.530651,
"GRC","CPI","TOT","AGRWTH","A","2004",2.898848,
"GRC","CPI","TOT","AGRWTH","A","2005",3.545073,
"GRC","CPI","TOT","AGRWTH","A","2006",3.195946,
"GRC","CPI","TOT","AGRWTH","A","2007",2.895001,
"GRC","CPI","TOT","AGRWTH","A","2008",4.152796,
"GRC","CPI","TOT","AGRWTH","A","2009",1.210074,
"GRC","CPI","TOT","AGRWTH","A","2010",4.712982,
"GRC","CPI","TOT","AGRWTH","A","2011",3.32987,
"GRC","CPI","TOT","AGRWTH","A","2012",1.50152,
"GRC","CPI","TOT","AGRWTH","A","2013",-0.9212719,
"GRC","CPI","TOT","AGRWTH","A","2014",-1.312242,
"GRC","CPI","TOT","AGRWTH","A","2015",-1.735902,
"GRC","CPI","TOT","AGRWTH","A","2016",-0.8256576,
"GRC","CPI","TOT","AGRWTH","A","2017",1.121259,
"GRC","CPI","TOT","AGRWTH","A","2018",0.6256205,
"GRC","CPI","TOT","AGRWTH","A","2019",0.2529927,
"GRC","CPI","TOT","AGRWTH","A","2020",-1.247972,
"GRC","CPI","TOT","AGRWTH","A","2021",1.223826,
"GRC","CPI","TOT","AGRWTH","A","2022",9.645261,
"HUN","CPI","TOT","AGRWTH","A","1997",18.30508,
"HUN","CPI","TOT","AGRWTH","A","1998",14.15379,
"HUN","CPI","TOT","AGRWTH","A","1999",9.997744,
"HUN","CPI","TOT","AGRWTH","A","2000",9.803608,
"HUN","CPI","TOT","AGRWTH","A","2001",9.116809,
"HUN","CPI","TOT","AGRWTH","A","2002",5.265448,
"HUN","CPI","TOT","AGRWTH","A","2003",4.661017,
"HUN","CPI","TOT","AGRWTH","A","2004",6.744347,
"HUN","CPI","TOT","AGRWTH","A","2005",3.561517,
"HUN","CPI","TOT","AGRWTH","A","2006",3.930326,
"HUN","CPI","TOT","AGRWTH","A","2007",7.958745,
"HUN","CPI","TOT","AGRWTH","A","2008",6.042512,
"HUN","CPI","TOT","AGRWTH","A","2009",4.211712,
"HUN","CPI","TOT","AGRWTH","A","2010",4.855558,
"HUN","CPI","TOT","AGRWTH","A","2011",3.929921,
"HUN","CPI","TOT","AGRWTH","A","2012",5.652145,
"HUN","CPI","TOT","AGRWTH","A","2013",1.7332,
"HUN","CPI","TOT","AGRWTH","A","2014",-0.2275663,
"HUN","CPI","TOT","AGRWTH","A","2015",-0.06164468,
"HUN","CPI","TOT","AGRWTH","A","2016",0.3947693,
"HUN","CPI","TOT","AGRWTH","A","2017",2.348243,
"HUN","CPI","TOT","AGRWTH","A","2018",2.850248,
"HUN","CPI","TOT","AGRWTH","A","2019",3.338586,
"HUN","CPI","TOT","AGRWTH","A","2020",3.326744,
"HUN","CPI","TOT","AGRWTH","A","2021",5.110965,
"HUN","CPI","TOT","AGRWTH","A","2022",14.60814,
"ISL","CPI","TOT","AGRWTH","A","1997",1.815431,
"ISL","CPI","TOT","AGRWTH","A","1998",1.659237,
"ISL","CPI","TOT","AGRWTH","A","1999",3.231831,
"ISL","CPI","TOT","AGRWTH","A","2000",5.136475,
"ISL","CPI","TOT","AGRWTH","A","2001",6.405086,
"ISL","CPI","TOT","AGRWTH","A","2002",5.197023,
"ISL","CPI","TOT","AGRWTH","A","2003",2.055662,
"ISL","CPI","TOT","AGRWTH","A","2004",3.158195,
"ISL","CPI","TOT","AGRWTH","A","2005",3.987048,
"ISL","CPI","TOT","AGRWTH","A","2006",6.687074,
"ISL","CPI","TOT","AGRWTH","A","2007",5.051564,
"ISL","CPI","TOT","AGRWTH","A","2008",12.6944,
"ISL","CPI","TOT","AGRWTH","A","2009",12.00312,
"ISL","CPI","TOT","AGRWTH","A","2010",5.396732,
"ISL","CPI","TOT","AGRWTH","A","2011",4.001026,
"ISL","CPI","TOT","AGRWTH","A","2012",5.1859,
"ISL","CPI","TOT","AGRWTH","A","2013",3.872275,
"ISL","CPI","TOT","AGRWTH","A","2014",2.044619,
"ISL","CPI","TOT","AGRWTH","A","2015",1.633058,
"ISL","CPI","TOT","AGRWTH","A","2016",1.69693,
"ISL","CPI","TOT","AGRWTH","A","2017",1.760413,
"ISL","CPI","TOT","AGRWTH","A","2018",2.682915,
"ISL","CPI","TOT","AGRWTH","A","2019",3.013977,
"ISL","CPI","TOT","AGRWTH","A","2020",2.847919,
"ISL","CPI","TOT","AGRWTH","A","2021",4.444243,
"ISL","CPI","TOT","AGRWTH","A","2022",8.308754,
"IRL","CPI","TOT","AGRWTH","A","1997",1.525605,
"IRL","CPI","TOT","AGRWTH","A","1998",2.415518,
"IRL","CPI","TOT","AGRWTH","A","1999",1.631924,
"IRL","CPI","TOT","AGRWTH","A","2000",5.590717,
"IRL","CPI","TOT","AGRWTH","A","2001",4.872905,
"IRL","CPI","TOT","AGRWTH","A","2002",4.614733,
"IRL","CPI","TOT","AGRWTH","A","2003",3.49049,
"IRL","CPI","TOT","AGRWTH","A","2004",2.199629,
"IRL","CPI","TOT","AGRWTH","A","2005",2.429692,
"IRL","CPI","TOT","AGRWTH","A","2006",3.93164,
"IRL","CPI","TOT","AGRWTH","A","2007",4.897116,
"IRL","CPI","TOT","AGRWTH","A","2008",4.060305,
"IRL","CPI","TOT","AGRWTH","A","2009",-4.478103,
"IRL","CPI","TOT","AGRWTH","A","2010",-0.9220958,
"IRL","CPI","TOT","AGRWTH","A","2011",2.557189,
"IRL","CPI","TOT","AGRWTH","A","2012",1.696209,
"IRL","CPI","TOT","AGRWTH","A","2013",0.5087149,
"IRL","CPI","TOT","AGRWTH","A","2014",0.1825423,
"IRL","CPI","TOT","AGRWTH","A","2015",-0.2898791,
"IRL","CPI","TOT","AGRWTH","A","2016",0.008306338,
"IRL","CPI","TOT","AGRWTH","A","2017",0.3405316,
"IRL","CPI","TOT","AGRWTH","A","2018",0.4883702,
"IRL","CPI","TOT","AGRWTH","A","2019",0.9390445,
"IRL","CPI","TOT","AGRWTH","A","2020",-0.3345846,
"IRL","CPI","TOT","AGRWTH","A","2021",2.358143,
"IRL","CPI","TOT","AGRWTH","A","2022",7.807375,
"ITA","CPI","TOT","AGRWTH","A","1997",2.043106,
"ITA","CPI","TOT","AGRWTH","A","1998",1.955088,
"ITA","CPI","TOT","AGRWTH","A","1999",1.663458,
"ITA","CPI","TOT","AGRWTH","A","2000",2.537687,
"ITA","CPI","TOT","AGRWTH","A","2001",2.785166,
"ITA","CPI","TOT","AGRWTH","A","2002",2.46532,
"ITA","CPI","TOT","AGRWTH","A","2003",2.672559,
"ITA","CPI","TOT","AGRWTH","A","2004",2.206736,
"ITA","CPI","TOT","AGRWTH","A","2005",1.985294,
"ITA","CPI","TOT","AGRWTH","A","2006",2.090843,
"ITA","CPI","TOT","AGRWTH","A","2007",1.829738,
"ITA","CPI","TOT","AGRWTH","A","2008",3.347834,
"ITA","CPI","TOT","AGRWTH","A","2009",0.7747682,
"ITA","CPI","TOT","AGRWTH","A","2010",1.525516,
"ITA","CPI","TOT","AGRWTH","A","2011",2.780633,
"ITA","CPI","TOT","AGRWTH","A","2012",3.041363,
"ITA","CPI","TOT","AGRWTH","A","2013",1.219992,
"ITA","CPI","TOT","AGRWTH","A","2014",0.2410575,
"ITA","CPI","TOT","AGRWTH","A","2015",0.03878675,
"ITA","CPI","TOT","AGRWTH","A","2016",-0.0940214,
"ITA","CPI","TOT","AGRWTH","A","2017",1.226533,
"ITA","CPI","TOT","AGRWTH","A","2018",1.137488,
"ITA","CPI","TOT","AGRWTH","A","2019",0.6112469,
"ITA","CPI","TOT","AGRWTH","A","2020",-0.1377076,
"ITA","CPI","TOT","AGRWTH","A","2021",1.873783,
"ITA","CPI","TOT","AGRWTH","A","2022",8.20129,
"JPN","CPI","TOT","AGRWTH","A","1997",1.708333,
"JPN","CPI","TOT","AGRWTH","A","1998",0.6583334,
"JPN","CPI","TOT","AGRWTH","A","1999",-0.3416667,
"JPN","CPI","TOT","AGRWTH","A","2000",-0.6583334,
"JPN","CPI","TOT","AGRWTH","A","2001",-0.7333333,
"JPN","CPI","TOT","AGRWTH","A","2002",-0.9083334,
"JPN","CPI","TOT","AGRWTH","A","2003",-0.25,
"JPN","CPI","TOT","AGRWTH","A","2004",-0.008333334,
"JPN","CPI","TOT","AGRWTH","A","2005",-0.2833333,
"JPN","CPI","TOT","AGRWTH","A","2006",0.2416667,
"JPN","CPI","TOT","AGRWTH","A","2007",0.05833333,
"JPN","CPI","TOT","AGRWTH","A","2008",1.383333,
"JPN","CPI","TOT","AGRWTH","A","2009",-1.341667,
"JPN","CPI","TOT","AGRWTH","A","2010",-0.7,
"JPN","CPI","TOT","AGRWTH","A","2011",-0.275,
"JPN","CPI","TOT","AGRWTH","A","2012",-0.04166667,
"JPN","CPI","TOT","AGRWTH","A","2013",0.35,
"JPN","CPI","TOT","AGRWTH","A","2014",2.733333,
"JPN","CPI","TOT","AGRWTH","A","2015",0.8,
"JPN","CPI","TOT","AGRWTH","A","2016",-0.1333333,
"JPN","CPI","TOT","AGRWTH","A","2017",0.475,
"JPN","CPI","TOT","AGRWTH","A","2018",0.9916667,
"JPN","CPI","TOT","AGRWTH","A","2019",0.475,
"JPN","CPI","TOT","AGRWTH","A","2020",-0.01666667,
"JPN","CPI","TOT","AGRWTH","A","2021",-0.25,
"JPN","CPI","TOT","AGRWTH","A","2022",2.508333,
"KOR","CPI","TOT","AGRWTH","A","1997",4.438932,
"KOR","CPI","TOT","AGRWTH","A","1998",7.51358,
"KOR","CPI","TOT","AGRWTH","A","1999",0.8129572,
"KOR","CPI","TOT","AGRWTH","A","2000",2.259166,
"KOR","CPI","TOT","AGRWTH","A","2001",4.066576,
"KOR","CPI","TOT","AGRWTH","A","2002",2.762262,
"KOR","CPI","TOT","AGRWTH","A","2003",3.514874,
"KOR","CPI","TOT","AGRWTH","A","2004",3.590663,
"KOR","CPI","TOT","AGRWTH","A","2005",2.753792,
"KOR","CPI","TOT","AGRWTH","A","2006",2.24234,
"KOR","CPI","TOT","AGRWTH","A","2007",2.534574,
"KOR","CPI","TOT","AGRWTH","A","2008",4.673897,
"KOR","CPI","TOT","AGRWTH","A","2009",2.756496,
"KOR","CPI","TOT","AGRWTH","A","2010",2.939286,
"KOR","CPI","TOT","AGRWTH","A","2011",4.025965,
"KOR","CPI","TOT","AGRWTH","A","2012",2.187071,
"KOR","CPI","TOT","AGRWTH","A","2013",1.301347,
"KOR","CPI","TOT","AGRWTH","A","2014",1.274774,
"KOR","CPI","TOT","AGRWTH","A","2015",0.7063318,
"KOR","CPI","TOT","AGRWTH","A","2016",0.9716858,
"KOR","CPI","TOT","AGRWTH","A","2017",1.944332,
"KOR","CPI","TOT","AGRWTH","A","2018",1.475839,
"KOR","CPI","TOT","AGRWTH","A","2019",0.3830003,
"KOR","CPI","TOT","AGRWTH","A","2020",0.537288,
"KOR","CPI","TOT","AGRWTH","A","2021",2.498333,
"KOR","CPI","TOT","AGRWTH","A","2022",5.087888,
"LUX","CPI","TOT","AGRWTH","A","1997",1.367511,
"LUX","CPI","TOT","AGRWTH","A","1998",0.9585662,
"LUX","CPI","TOT","AGRWTH","A","1999",1.025194,
"LUX","CPI","TOT","AGRWTH","A","2000",3.150768,
"LUX","CPI","TOT","AGRWTH","A","2001",2.663822,
"LUX","CPI","TOT","AGRWTH","A","2002",2.074089,
"LUX","CPI","TOT","AGRWTH","A","2003",2.04984,
"LUX","CPI","TOT","AGRWTH","A","2004",2.225681,
"LUX","CPI","TOT","AGRWTH","A","2005",2.487693,
"LUX","CPI","TOT","AGRWTH","A","2006",2.666315,
"LUX","CPI","TOT","AGRWTH","A","2007",2.312459,
"LUX","CPI","TOT","AGRWTH","A","2008",3.40188,
"LUX","CPI","TOT","AGRWTH","A","2009",0.368042,
"LUX","CPI","TOT","AGRWTH","A","2010",2.273679,
"LUX","CPI","TOT","AGRWTH","A","2011",3.410683,
"LUX","CPI","TOT","AGRWTH","A","2012",2.662842,
"LUX","CPI","TOT","AGRWTH","A","2013",1.73404,
"LUX","CPI","TOT","AGRWTH","A","2014",0.628544,
"LUX","CPI","TOT","AGRWTH","A","2015",0.4747432,
"LUX","CPI","TOT","AGRWTH","A","2016",0.2908333,
"LUX","CPI","TOT","AGRWTH","A","2017",1.7308,
"LUX","CPI","TOT","AGRWTH","A","2018",1.528195,
"LUX","CPI","TOT","AGRWTH","A","2019",1.743321,
"LUX","CPI","TOT","AGRWTH","A","2020",0.8199573,
"LUX","CPI","TOT","AGRWTH","A","2021",2.52692,
"LUX","CPI","TOT","AGRWTH","A","2022",6.336008,
"MEX","CPI","TOT","AGRWTH","A","1997",20.62563,
"MEX","CPI","TOT","AGRWTH","A","1998",15.92839,
