"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","CPI","TOT","AGRWTH","A","2015",-0.2898791,
"IRL","CPI","TOT","AGRWTH","A","2016",0.008306338,
"IRL","CPI","TOT","AGRWTH","A","2017",0.3405316,
"IRL","CPI","TOT","AGRWTH","A","2018",0.4883702,
"IRL","CPI","TOT","AGRWTH","A","2019",0.9390445,
"IRL","CPI","TOT","AGRWTH","A","2020",-0.3345846,
"IRL","CPI","TOT","AGRWTH","A","2021",2.358143,
"IRL","CPI","TOT","AGRWTH","A","2022",7.807375,
"ITA","CPI","TOT","AGRWTH","A","2014",0.2410575,
"ITA","CPI","TOT","AGRWTH","A","2015",0.03878675,
"ITA","CPI","TOT","AGRWTH","A","2016",-0.0940214,
"ITA","CPI","TOT","AGRWTH","A","2017",1.226533,
"ITA","CPI","TOT","AGRWTH","A","2018",1.137488,
"ITA","CPI","TOT","AGRWTH","A","2019",0.6112469,
"ITA","CPI","TOT","AGRWTH","A","2020",-0.1377076,
"ITA","CPI","TOT","AGRWTH","A","2021",1.873783,
"ITA","CPI","TOT","AGRWTH","A","2022",8.20129,
"JPN","CPI","TOT","AGRWTH","A","2014",2.733333,
"JPN","CPI","TOT","AGRWTH","A","2015",0.8,
"JPN","CPI","TOT","AGRWTH","A","2016",-0.1333333,
"JPN","CPI","TOT","AGRWTH","A","2017",0.475,
"JPN","CPI","TOT","AGRWTH","A","2018",0.9916667,
"JPN","CPI","TOT","AGRWTH","A","2019",0.475,
"JPN","CPI","TOT","AGRWTH","A","2020",-0.01666667,
"JPN","CPI","TOT","AGRWTH","A","2021",-0.25,
"JPN","CPI","TOT","AGRWTH","A","2022",2.508333,
"KOR","CPI","TOT","AGRWTH","A","2014",1.274774,
"KOR","CPI","TOT","AGRWTH","A","2015",0.7063318,
"KOR","CPI","TOT","AGRWTH","A","2016",0.9716858,
"KOR","CPI","TOT","AGRWTH","A","2017",1.944332,
"KOR","CPI","TOT","AGRWTH","A","2018",1.475839,
"KOR","CPI","TOT","AGRWTH","A","2019",0.3830003,
"KOR","CPI","TOT","AGRWTH","A","2020",0.537288,
"KOR","CPI","TOT","AGRWTH","A","2021",2.498333,
"KOR","CPI","TOT","AGRWTH","A","2022",5.087888,
"LUX","CPI","TOT","AGRWTH","A","2014",0.628544,
"LUX","CPI","TOT","AGRWTH","A","2015",0.4747432,
"LUX","CPI","TOT","AGRWTH","A","2016",0.2908333,
"LUX","CPI","TOT","AGRWTH","A","2017",1.7308,
"LUX","CPI","TOT","AGRWTH","A","2018",1.528195,
"LUX","CPI","TOT","AGRWTH","A","2019",1.743321,
"LUX","CPI","TOT","AGRWTH","A","2020",0.8199573,
"LUX","CPI","TOT","AGRWTH","A","2021",2.52692,
"LUX","CPI","TOT","AGRWTH","A","2022",6.336008,
"MEX","CPI","TOT","AGRWTH","A","2014",4.018617,
"MEX","CPI","TOT","AGRWTH","A","2015",2.720641,
"MEX","CPI","TOT","AGRWTH","A","2016",2.821708,
"MEX","CPI","TOT","AGRWTH","A","2017",6.041456,
"MEX","CPI","TOT","AGRWTH","A","2018",4.899351,
"MEX","CPI","TOT","AGRWTH","A","2019",3.635961,
"MEX","CPI","TOT","AGRWTH","A","2020",3.396834,
"MEX","CPI","TOT","AGRWTH","A","2021",5.689209,
"MEX","CPI","TOT","AGRWTH","A","2022",7.896276,
"NLD","CPI","TOT","AGRWTH","A","2014",0.9760351,
"NLD","CPI","TOT","AGRWTH","A","2015",0.6002482,
"NLD","CPI","TOT","AGRWTH","A","2016",0.3166667,
"NLD","CPI","TOT","AGRWTH","A","2017",1.381459,
"NLD","CPI","TOT","AGRWTH","A","2018",1.703498,
"NLD","CPI","TOT","AGRWTH","A","2019",2.633699,
"NLD","CPI","TOT","AGRWTH","A","2020",1.27246,
"NLD","CPI","TOT","AGRWTH","A","2021",2.67572,
"NLD","CPI","TOT","AGRWTH","A","2022",10.00121,
"NZL","CPI","TOT","AGRWTH","A","2014",1.227513,
"NZL","CPI","TOT","AGRWTH","A","2015",0.2927033,
"NZL","CPI","TOT","AGRWTH","A","2016",0.6462373,
"NZL","CPI","TOT","AGRWTH","A","2017",1.850787,
"NZL","CPI","TOT","AGRWTH","A","2018",1.598298,
"NZL","CPI","TOT","AGRWTH","A","2019",1.619632,
"NZL","CPI","TOT","AGRWTH","A","2020",1.714562,
"NZL","CPI","TOT","AGRWTH","A","2021",3.941121,
"NZL","CPI","TOT","AGRWTH","A","2022",7.172225,
"NOR","CPI","TOT","AGRWTH","A","2014",2.041703,
"NOR","CPI","TOT","AGRWTH","A","2015",2.171137,
"NOR","CPI","TOT","AGRWTH","A","2016",3.55,
"NOR","CPI","TOT","AGRWTH","A","2017",1.875101,
"NOR","CPI","TOT","AGRWTH","A","2018",2.764831,
"NOR","CPI","TOT","AGRWTH","A","2019",2.16773,
"NOR","CPI","TOT","AGRWTH","A","2020",1.286585,
"NOR","CPI","TOT","AGRWTH","A","2021",3.483881,
"NOR","CPI","TOT","AGRWTH","A","2022",5.764123,
"POL","CPI","TOT","AGRWTH","A","2014",-0.025,
"POL","CPI","TOT","AGRWTH","A","2015",-0.9333333,
"POL","CPI","TOT","AGRWTH","A","2016",-0.5833333,
"POL","CPI","TOT","AGRWTH","A","2017",1.975,
"POL","CPI","TOT","AGRWTH","A","2018",1.666667,
"POL","CPI","TOT","AGRWTH","A","2019",2.308333,
"POL","CPI","TOT","AGRWTH","A","2020",3.4,
"POL","CPI","TOT","AGRWTH","A","2021",5.1,
"POL","CPI","TOT","AGRWTH","A","2022",14.3,
"PRT","CPI","TOT","AGRWTH","A","2014",-0.2781534,
"PRT","CPI","TOT","AGRWTH","A","2015",0.4879386,
"PRT","CPI","TOT","AGRWTH","A","2016",0.6073971,
"PRT","CPI","TOT","AGRWTH","A","2017",1.368614,
"PRT","CPI","TOT","AGRWTH","A","2018",0.9937157,
"PRT","CPI","TOT","AGRWTH","A","2019",0.3381784,
"PRT","CPI","TOT","AGRWTH","A","2020",-0.01243833,
"PRT","CPI","TOT","AGRWTH","A","2021",1.265657,
"PRT","CPI","TOT","AGRWTH","A","2022",7.832691,
"SVK","CPI","TOT","AGRWTH","A","2014",-0.07616533,
"SVK","CPI","TOT","AGRWTH","A","2015",-0.3252198,
"SVK","CPI","TOT","AGRWTH","A","2016",-0.5200102,
"SVK","CPI","TOT","AGRWTH","A","2017",1.311946,
"SVK","CPI","TOT","AGRWTH","A","2018",2.514037,
"SVK","CPI","TOT","AGRWTH","A","2019",2.664561,
"SVK","CPI","TOT","AGRWTH","A","2020",1.936941,
"SVK","CPI","TOT","AGRWTH","A","2021",3.149606,
"SVK","CPI","TOT","AGRWTH","A","2022",12.77415,
"ESP","CPI","TOT","AGRWTH","A","2014",-0.1511148,
"ESP","CPI","TOT","AGRWTH","A","2015",-0.5003657,
"ESP","CPI","TOT","AGRWTH","A","2016",-0.202598,
"ESP","CPI","TOT","AGRWTH","A","2017",1.956076,
"ESP","CPI","TOT","AGRWTH","A","2018",1.674981,
"ESP","CPI","TOT","AGRWTH","A","2019",0.699519,
"ESP","CPI","TOT","AGRWTH","A","2020",-0.322753,
"ESP","CPI","TOT","AGRWTH","A","2021",3.093135,
"ESP","CPI","TOT","AGRWTH","A","2022",8.390576,
"SWE","CPI","TOT","AGRWTH","A","2014",-0.1796385,
"SWE","CPI","TOT","AGRWTH","A","2015",-0.04678474,
"SWE","CPI","TOT","AGRWTH","A","2016",0.9842693,
"SWE","CPI","TOT","AGRWTH","A","2017",1.794499,
"SWE","CPI","TOT","AGRWTH","A","2018",1.953535,
"SWE","CPI","TOT","AGRWTH","A","2019",1.784151,
"SWE","CPI","TOT","AGRWTH","A","2020",0.4973673,
"SWE","CPI","TOT","AGRWTH","A","2021",2.163197,
"SWE","CPI","TOT","AGRWTH","A","2022",8.369291,
"CHE","CPI","TOT","AGRWTH","A","2014",-0.01320254,
"CHE","CPI","TOT","AGRWTH","A","2015",-1.143909,
"CHE","CPI","TOT","AGRWTH","A","2016",-0.4346187,
"CHE","CPI","TOT","AGRWTH","A","2017",0.5337878,
"CHE","CPI","TOT","AGRWTH","A","2018",0.9363354,
"CHE","CPI","TOT","AGRWTH","A","2019",0.3628862,
"CHE","CPI","TOT","AGRWTH","A","2020",-0.725875,
"CHE","CPI","TOT","AGRWTH","A","2021",0.5818142,
"CHE","CPI","TOT","AGRWTH","A","2022",2.835028,
"TUR","CPI","TOT","AGRWTH","A","2014",8.854572,
"TUR","CPI","TOT","AGRWTH","A","2015",7.670854,
"TUR","CPI","TOT","AGRWTH","A","2016",7.775134,
"TUR","CPI","TOT","AGRWTH","A","2017",11.14431,
"TUR","CPI","TOT","AGRWTH","A","2018",16.33246,
"TUR","CPI","TOT","AGRWTH","A","2019",15.17682,
"TUR","CPI","TOT","AGRWTH","A","2020",12.27896,
"TUR","CPI","TOT","AGRWTH","A","2021",19.59649,
"TUR","CPI","TOT","AGRWTH","A","2022",72.30884,
"GBR","CPI","TOT","AGRWTH","A","2014",1.5,
"GBR","CPI","TOT","AGRWTH","A","2015",0.4,
"GBR","CPI","TOT","AGRWTH","A","2016",1,
"GBR","CPI","TOT","AGRWTH","A","2017",2.6,
"GBR","CPI","TOT","AGRWTH","A","2018",2.3,
"GBR","CPI","TOT","AGRWTH","A","2019",1.7,
"GBR","CPI","TOT","AGRWTH","A","2020",1,
"GBR","CPI","TOT","AGRWTH","A","2021",2.5,
"GBR","CPI","TOT","AGRWTH","A","2022",7.9,
"USA","CPI","TOT","AGRWTH","A","2014",1.622223,
"USA","CPI","TOT","AGRWTH","A","2015",0.1186271,
"USA","CPI","TOT","AGRWTH","A","2016",1.261583,
"USA","CPI","TOT","AGRWTH","A","2017",2.13011,
"USA","CPI","TOT","AGRWTH","A","2018",2.442583,
"USA","CPI","TOT","AGRWTH","A","2019",1.81221,
"USA","CPI","TOT","AGRWTH","A","2020",1.233584,
"USA","CPI","TOT","AGRWTH","A","2021",4.697859,
"USA","CPI","TOT","AGRWTH","A","2022",8.0028,
"CHL","CPI","TOT","AGRWTH","A","2014",4.718675,
"CHL","CPI","TOT","AGRWTH","A","2015",4.348773,
"CHL","CPI","TOT","AGRWTH","A","2016",3.786194,
"CHL","CPI","TOT","AGRWTH","A","2017",2.182719,
"CHL","CPI","TOT","AGRWTH","A","2018",2.43489,
"CHL","CPI","TOT","AGRWTH","A","2019",2.557545,
"CHL","CPI","TOT","AGRWTH","A","2020",3.045491,
"CHL","CPI","TOT","AGRWTH","A","2021",4.524569,
"CHL","CPI","TOT","AGRWTH","A","2022",11.64387,
"EST","CPI","TOT","AGRWTH","A","2014",-0.1061751,
"EST","CPI","TOT","AGRWTH","A","2015",-0.492326,
"EST","CPI","TOT","AGRWTH","A","2016",0.1486849,
"EST","CPI","TOT","AGRWTH","A","2017",3.417236,
"EST","CPI","TOT","AGRWTH","A","2018",3.436327,
"EST","CPI","TOT","AGRWTH","A","2019",2.277259,
"EST","CPI","TOT","AGRWTH","A","2020",-0.4445311,
"EST","CPI","TOT","AGRWTH","A","2021",4.653167,
"EST","CPI","TOT","AGRWTH","A","2022",19.39826,
"ISR","CPI","TOT","AGRWTH","A","2014",0.4864956,
"ISR","CPI","TOT","AGRWTH","A","2015",-0.6343907,
"ISR","CPI","TOT","AGRWTH","A","2016",-0.5460349,
"ISR","CPI","TOT","AGRWTH","A","2017",0.2449531,
"ISR","CPI","TOT","AGRWTH","A","2018",0.8173239,
"ISR","CPI","TOT","AGRWTH","A","2019",0.8441287,
"ISR","CPI","TOT","AGRWTH","A","2020",-0.5884303,
"ISR","CPI","TOT","AGRWTH","A","2021",1.492288,
"ISR","CPI","TOT","AGRWTH","A","2022",4.394611,
"SVN","CPI","TOT","AGRWTH","A","2014",0.1993438,
"SVN","CPI","TOT","AGRWTH","A","2015",-0.5255523,
"SVN","CPI","TOT","AGRWTH","A","2016",-0.05499954,
"SVN","CPI","TOT","AGRWTH","A","2017",1.429107,
"SVN","CPI","TOT","AGRWTH","A","2018",1.738609,
"SVN","CPI","TOT","AGRWTH","A","2019",1.630523,
"SVN","CPI","TOT","AGRWTH","A","2020",-0.05485681,
"SVN","CPI","TOT","AGRWTH","A","2021",1.917065,
"SVN","CPI","TOT","AGRWTH","A","2022",8.833699,
"OECD","CPI","TOT","AGRWTH","A","2014",1.74088,
"OECD","CPI","TOT","AGRWTH","A","2015",0.6836919,
"OECD","CPI","TOT","AGRWTH","A","2016",1.197013,
"OECD","CPI","TOT","AGRWTH","A","2017",2.281483,
"OECD","CPI","TOT","AGRWTH","A","2018",2.60716,
"OECD","CPI","TOT","AGRWTH","A","2019",2.068703,
"OECD","CPI","TOT","AGRWTH","A","2020",1.346726,
"OECD","CPI","TOT","AGRWTH","A","2021",3.986406,
"OECD","CPI","TOT","AGRWTH","A","2022",9.549949,
"COL","CPI","TOT","AGRWTH","A","2014",2.898838,
"COL","CPI","TOT","AGRWTH","A","2015",4.989829,
"COL","CPI","TOT","AGRWTH","A","2016",7.513461,
"COL","CPI","TOT","AGRWTH","A","2017",4.314313,
"COL","CPI","TOT","AGRWTH","A","2018",3.24057,
"COL","CPI","TOT","AGRWTH","A","2019",3.52302,
"COL","CPI","TOT","AGRWTH","A","2020",2.52662,
"COL","CPI","TOT","AGRWTH","A","2021",3.495073,
"COL","CPI","TOT","AGRWTH","A","2022",10.17724,
"LVA","CPI","TOT","AGRWTH","A","2014",0.6204923,
"LVA","CPI","TOT","AGRWTH","A","2015",0.1742414,
"LVA","CPI","TOT","AGRWTH","A","2016",0.1406308,
"LVA","CPI","TOT","AGRWTH","A","2017",2.930369,
"LVA","CPI","TOT","AGRWTH","A","2018",2.53446,
"LVA","CPI","TOT","AGRWTH","A","2019",2.811403,
"LVA","CPI","TOT","AGRWTH","A","2020",0.2190611,
"LVA","CPI","TOT","AGRWTH","A","2021",3.275814,
"LVA","CPI","TOT","AGRWTH","A","2022",17.31029,
"LTU","CPI","TOT","AGRWTH","A","2014",0.103758,
"LTU","CPI","TOT","AGRWTH","A","2015",-0.8840974,
"LTU","CPI","TOT","AGRWTH","A","2016",0.9055251,
"LTU","CPI","TOT","AGRWTH","A","2017",3.722889,
"LTU","CPI","TOT","AGRWTH","A","2018",2.697928,
"LTU","CPI","TOT","AGRWTH","A","2019",2.334509,
"LTU","CPI","TOT","AGRWTH","A","2020",1.199894,
"LTU","CPI","TOT","AGRWTH","A","2021",4.683544,
"LTU","CPI","TOT","AGRWTH","A","2022",19.70505,
"CRI","CPI","TOT","AGRWTH","A","2014",4.519201,
"CRI","CPI","TOT","AGRWTH","A","2015",0.801982,
"CRI","CPI","TOT","AGRWTH","A","2016",-0.01747885,
"CRI","CPI","TOT","AGRWTH","A","2017",1.625907,
"CRI","CPI","TOT","AGRWTH","A","2018",2.221115,
"CRI","CPI","TOT","AGRWTH","A","2019",2.096046,
"CRI","CPI","TOT","AGRWTH","A","2020",0.7249115,
"CRI","CPI","TOT","AGRWTH","A","2021",1.726478,
