"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","POVERTY","TOT","RT","A","2013",0.106,
"POL","POVERTY","TOT","RT","A","2014",0.104,
"POL","POVERTY","TOT","RT","A","2015",0.111,
"POL","POVERTY","TOT","RT","A","2016",0.103,
"POL","POVERTY","TOT","RT","A","2017",0.096,
"POL","POVERTY","TOT","RT","A","2018",0.098,
"PRT","POVERTY","TOT","RT","A","2004",0.132,
"PRT","POVERTY","TOT","RT","A","2005",0.126,
"PRT","POVERTY","TOT","RT","A","2006",0.124,
"PRT","POVERTY","TOT","RT","A","2007",0.128,
"PRT","POVERTY","TOT","RT","A","2008",0.113,
"PRT","POVERTY","TOT","RT","A","2009",0.116,
"PRT","POVERTY","TOT","RT","A","2010",0.109,
"PRT","POVERTY","TOT","RT","A","2011",0.114,
"PRT","POVERTY","TOT","RT","A","2012",0.13,
"PRT","POVERTY","TOT","RT","A","2013",0.135,
"PRT","POVERTY","TOT","RT","A","2014",0.135,
"PRT","POVERTY","TOT","RT","A","2015",0.125,
"PRT","POVERTY","TOT","RT","A","2016",0.125,
"PRT","POVERTY","TOT","RT","A","2017",0.107,
"PRT","POVERTY","TOT","RT","A","2018",0.104,
"PRT","POVERTY","TOT","RT","A","2019",0.106,
"SVK","POVERTY","TOT","RT","A","2004",0.083,
"SVK","POVERTY","TOT","RT","A","2005",0.072,
"SVK","POVERTY","TOT","RT","A","2006",0.065,
"SVK","POVERTY","TOT","RT","A","2007",0.069,
"SVK","POVERTY","TOT","RT","A","2008",0.072,
"SVK","POVERTY","TOT","RT","A","2009",0.079,
"SVK","POVERTY","TOT","RT","A","2010",0.08,
"SVK","POVERTY","TOT","RT","A","2011",0.082,
"SVK","POVERTY","TOT","RT","A","2012",0.085,
"SVK","POVERTY","TOT","RT","A","2013",0.085,
"SVK","POVERTY","TOT","RT","A","2014",0.088,
"SVK","POVERTY","TOT","RT","A","2015",0.085,
"SVK","POVERTY","TOT","RT","A","2016",0.085,
"SVK","POVERTY","TOT","RT","A","2017",0.073,
"SVK","POVERTY","TOT","RT","A","2018",0.077,
"SVK","POVERTY","TOT","RT","A","2019",0.078,"P"
"ESP","POVERTY","TOT","RT","A","2007",0.144,
"ESP","POVERTY","TOT","RT","A","2008",0.146,
"ESP","POVERTY","TOT","RT","A","2009",0.148,
"ESP","POVERTY","TOT","RT","A","2010",0.139,
"ESP","POVERTY","TOT","RT","A","2011",0.147,
"ESP","POVERTY","TOT","RT","A","2012",0.141,
"ESP","POVERTY","TOT","RT","A","2013",0.159,
"ESP","POVERTY","TOT","RT","A","2014",0.153,
"ESP","POVERTY","TOT","RT","A","2015",0.153,
"ESP","POVERTY","TOT","RT","A","2016",0.156,
"ESP","POVERTY","TOT","RT","A","2017",0.148,
"ESP","POVERTY","TOT","RT","A","2018",0.142,
"ESP","POVERTY","TOT","RT","A","2019",0.147,
"SWE","POVERTY","TOT","RT","A","2013",0.084,
"SWE","POVERTY","TOT","RT","A","2014",0.087,
"SWE","POVERTY","TOT","RT","A","2015",0.089,
"SWE","POVERTY","TOT","RT","A","2016",0.088,
"SWE","POVERTY","TOT","RT","A","2017",0.093,
"SWE","POVERTY","TOT","RT","A","2018",0.087,
"SWE","POVERTY","TOT","RT","A","2019",0.091,
"SWE","POVERTY","TOT","RT","A","2020",0.088,
"CHE","POVERTY","TOT","RT","A","2006",0.097,
"CHE","POVERTY","TOT","RT","A","2007",0.094,
"CHE","POVERTY","TOT","RT","A","2008",0.097,
"CHE","POVERTY","TOT","RT","A","2009",0.094,
"CHE","POVERTY","TOT","RT","A","2010",0.094,
"CHE","POVERTY","TOT","RT","A","2011",0.105,
"CHE","POVERTY","TOT","RT","A","2012",0.091,
"CHE","POVERTY","TOT","RT","A","2013",0.086,
"CHE","POVERTY","TOT","RT","A","2014",0.099,
"CHE","POVERTY","TOT","RT","A","2015",0.091,
"CHE","POVERTY","TOT","RT","A","2016",0.104,
"CHE","POVERTY","TOT","RT","A","2017",0.092,
"CHE","POVERTY","TOT","RT","A","2018",0.105,
"CHE","POVERTY","TOT","RT","A","2019",0.099,
"TUR","POVERTY","TOT","RT","A","2011",0.186,
"TUR","POVERTY","TOT","RT","A","2012",0.177,
"TUR","POVERTY","TOT","RT","A","2013",0.171,
"TUR","POVERTY","TOT","RT","A","2014",0.173,
"TUR","POVERTY","TOT","RT","A","2015",0.172,
"TUR","POVERTY","TOT","RT","A","2017",0.144,
"TUR","POVERTY","TOT","RT","A","2018",0.144,
"TUR","POVERTY","TOT","RT","A","2019",0.15,
"GBR","POVERTY","TOT","RT","A","2002",0.126,
"GBR","POVERTY","TOT","RT","A","2003",0.124,
"GBR","POVERTY","TOT","RT","A","2004",0.116,
"GBR","POVERTY","TOT","RT","A","2005",0.12,
"GBR","POVERTY","TOT","RT","A","2006",0.126,
"GBR","POVERTY","TOT","RT","A","2007",0.128,
"GBR","POVERTY","TOT","RT","A","2008",0.123,
"GBR","POVERTY","TOT","RT","A","2009",0.112,
"GBR","POVERTY","TOT","RT","A","2010",0.11,
"GBR","POVERTY","TOT","RT","A","2011",0.104,
"GBR","POVERTY","TOT","RT","A","2012",0.105,
"GBR","POVERTY","TOT","RT","A","2013",0.104,
"GBR","POVERTY","TOT","RT","A","2014",0.105,
"GBR","POVERTY","TOT","RT","A","2015",0.109,
"GBR","POVERTY","TOT","RT","A","2016",0.111,
"GBR","POVERTY","TOT","RT","A","2017",0.119,
"GBR","POVERTY","TOT","RT","A","2018",0.117,
"GBR","POVERTY","TOT","RT","A","2019",0.124,
"GBR","POVERTY","TOT","RT","A","2020",0.112,
"USA","POVERTY","TOT","RT","A","2013",0.172,
"USA","POVERTY","TOT","RT","A","2014",0.175,
"USA","POVERTY","TOT","RT","A","2015",0.168,
"USA","POVERTY","TOT","RT","A","2016",0.178,
"USA","POVERTY","TOT","RT","A","2017",0.178,
"USA","POVERTY","TOT","RT","A","2018",0.181,
"USA","POVERTY","TOT","RT","A","2019",0.18,
"USA","POVERTY","TOT","RT","A","2020",0.166,"P"
"USA","POVERTY","TOT","RT","A","2021",0.151,"P"
"EST","POVERTY","TOT","RT","A","2013",0.158,
"EST","POVERTY","TOT","RT","A","2014",0.157,
"EST","POVERTY","TOT","RT","A","2015",0.16,
"EST","POVERTY","TOT","RT","A","2016",0.158,
"EST","POVERTY","TOT","RT","A","2017",0.158,
"EST","POVERTY","TOT","RT","A","2018",0.163,
"EST","POVERTY","TOT","RT","A","2019",0.149,
"ISR","POVERTY","TOT","RT","A","2011",0.181,
"ISR","POVERTY","TOT","RT","A","2012",0.184,
"ISR","POVERTY","TOT","RT","A","2013",0.186,
"ISR","POVERTY","TOT","RT","A","2014",0.186,
"ISR","POVERTY","TOT","RT","A","2015",0.195,
"ISR","POVERTY","TOT","RT","A","2016",0.177,
"ISR","POVERTY","TOT","RT","A","2017",0.179,
"ISR","POVERTY","TOT","RT","A","2018",0.169,
"ISR","POVERTY","TOT","RT","A","2019",0.173,
"SVN","POVERTY","TOT","RT","A","2004",0.079,
"SVN","POVERTY","TOT","RT","A","2005",0.071,
"SVN","POVERTY","TOT","RT","A","2006",0.074,
"SVN","POVERTY","TOT","RT","A","2007",0.079,
"SVN","POVERTY","TOT","RT","A","2008",0.079,
"SVN","POVERTY","TOT","RT","A","2009",0.083,
"SVN","POVERTY","TOT","RT","A","2010",0.091,
"SVN","POVERTY","TOT","RT","A","2011",0.086,
"SVN","POVERTY","TOT","RT","A","2012",0.095,
"SVN","POVERTY","TOT","RT","A","2013",0.095,
"SVN","POVERTY","TOT","RT","A","2014",0.093,
"SVN","POVERTY","TOT","RT","A","2015",0.092,
"SVN","POVERTY","TOT","RT","A","2016",0.086,
"SVN","POVERTY","TOT","RT","A","2017",0.085,
"SVN","POVERTY","TOT","RT","A","2018",0.075,
"SVN","POVERTY","TOT","RT","A","2019",0.074,
"JPN","POVERTY","TOT","RT","A","2018",0.157,
"CHL","POVERTY","TOT","RT","A","2009",0.178,
"CHL","POVERTY","TOT","RT","A","2011",0.184,
"CHL","POVERTY","TOT","RT","A","2013",0.168,
"CHL","POVERTY","TOT","RT","A","2015",0.161,
"CHL","POVERTY","TOT","RT","A","2017",0.165,
"LVA","POVERTY","TOT","RT","A","2004",0.142,
"LVA","POVERTY","TOT","RT","A","2005",0.176,
"LVA","POVERTY","TOT","RT","A","2006",0.146,
"LVA","POVERTY","TOT","RT","A","2007",0.186,
"LVA","POVERTY","TOT","RT","A","2008",0.191,
"LVA","POVERTY","TOT","RT","A","2009",0.141,
"LVA","POVERTY","TOT","RT","A","2010",0.133,
"LVA","POVERTY","TOT","RT","A","2011",0.129,
"LVA","POVERTY","TOT","RT","A","2012",0.133,
"LVA","POVERTY","TOT","RT","A","2013",0.145,
"LVA","POVERTY","TOT","RT","A","2014",0.164,
"LVA","POVERTY","TOT","RT","A","2015",0.162,
"LVA","POVERTY","TOT","RT","A","2016",0.167,
"LVA","POVERTY","TOT","RT","A","2017",0.166,
"LVA","POVERTY","TOT","RT","A","2018",0.175,
"LVA","POVERTY","TOT","RT","A","2019",0.162,"P"
"LVA","POVERTY","TOT","RT","A","2020",0.169,"P"
"LTU","POVERTY","TOT","RT","A","2004",0.137,
"LTU","POVERTY","TOT","RT","A","2005",0.145,
"LTU","POVERTY","TOT","RT","A","2006",0.136,
"LTU","POVERTY","TOT","RT","A","2007",0.132,
"LTU","POVERTY","TOT","RT","A","2008",0.146,
"LTU","POVERTY","TOT","RT","A","2009",0.15,
"LTU","POVERTY","TOT","RT","A","2010",0.127,
"LTU","POVERTY","TOT","RT","A","2011",0.126,
"LTU","POVERTY","TOT","RT","A","2012",0.143,
"LTU","POVERTY","TOT","RT","A","2013",0.124,
"LTU","POVERTY","TOT","RT","A","2014",0.157,
"LTU","POVERTY","TOT","RT","A","2015",0.165,
"LTU","POVERTY","TOT","RT","A","2016",0.168,
"LTU","POVERTY","TOT","RT","A","2017",0.173,
"LTU","POVERTY","TOT","RT","A","2018",0.155,
"LTU","POVERTY","TOT","RT","A","2019",0.154,
"BRA","POVERTY","TOT","RT","A","2006",0.212,
"BRA","POVERTY","TOT","RT","A","2009",0.206,
"BRA","POVERTY","TOT","RT","A","2011",0.209,
"BRA","POVERTY","TOT","RT","A","2013",0.2,
"BRA","POVERTY","TOT","RT","A","2016",0.215,
"CHN","POVERTY","TOT","RT","A","2011",0.288,
"IND","POVERTY","TOT","RT","A","2004",0.198,
"IND","POVERTY","TOT","RT","A","2011",0.197,
"RUS","POVERTY","TOT","RT","A","2011",0.146,
"RUS","POVERTY","TOT","RT","A","2016",0.127,
"RUS","POVERTY","TOT","RT","A","2017",0.115,
"ZAF","POVERTY","TOT","RT","A","2015",0.272,
"ZAF","POVERTY","TOT","RT","A","2017",0.277,
"CRI","POVERTY","TOT","RT","A","2010",0.2,
"CRI","POVERTY","TOT","RT","A","2011",0.207,
"CRI","POVERTY","TOT","RT","A","2012",0.213,
"CRI","POVERTY","TOT","RT","A","2013",0.21,
"CRI","POVERTY","TOT","RT","A","2014",0.215,
"CRI","POVERTY","TOT","RT","A","2015",0.206,
"CRI","POVERTY","TOT","RT","A","2016",0.209,
"CRI","POVERTY","TOT","RT","A","2017",0.204,
"CRI","POVERTY","TOT","RT","A","2018",0.209,
"CRI","POVERTY","TOT","RT","A","2019",0.199,
"CRI","POVERTY","TOT","RT","A","2020",0.205,
"CRI","POVERTY","TOT","RT","A","2021",0.203,
"BGR","POVERTY","TOT","RT","A","2006",0.176,
"BGR","POVERTY","TOT","RT","A","2007",0.166,
"BGR","POVERTY","TOT","RT","A","2008",0.159,
"BGR","POVERTY","TOT","RT","A","2009",0.152,
"BGR","POVERTY","TOT","RT","A","2010",0.15,
"BGR","POVERTY","TOT","RT","A","2011",0.162,
"BGR","POVERTY","TOT","RT","A","2012",0.154,
"BGR","POVERTY","TOT","RT","A","2013",0.16,
